,U239,Np239,Pu239,Pu240,Pu241,Pu242
A_0954,3.05448e-06,0.00044211,0.00491593,0.000211788,9.18184e-06,1.67142e-07
A_0955,2.25853e-06,0.000326768,0.00547784,0.000254479,1.22861e-05,2.51157e-07
A_0956,3.86977e-06,0.000560459,0.00433978,0.00016554,6.30085e-06,9.88459e-08
A_0957,4.22922e-06,0.000612763,0.00398068,0.000144559,5.18321e-06,7.7491e-08
A_0958,2.59584e-06,0.00037564,0.00508971,0.00021966,1.00397e-05,1.93425e-07
A_0959,3.43575e-06,0.000497275,0.00566101,0.000272198,1.35733e-05,2.86078e-07
A_0960,4.94994e-06,0.000717048,0.00440541,0.000155416,6.27135e-06,1.06105e-07
A_0961,4.06972e-06,0.000589177,0.00509033,0.000206441,9.39755e-06,1.80112e-07
A_0962,2.58294e-06,0.000374063,0.00426011,0.000153358,5.68605e-06,8.69572e-08
A_0963,3.29251e-06,0.000476616,0.00461183,0.00018413,7.6615e-06,1.34018e-07
A_0964,4.87043e-06,0.000705022,0.00552192,0.000276981,1.3764e-05,2.91147e-07
A_0965,4.57194e-06,0.000662016,0.0048823,0.000216483,9.37414e-06,1.70038e-07
A_0966,2.9431e-06,0.000426182,0.00390331,0.000125899,4.31159e-06,6.0591e-08
A_0967,2.18785e-06,0.000316587,0.00456553,0.000175652,6.93517e-06,1.13411e-07
A_0968,3.67667e-06,0.00053216,0.00535504,0.000243595,1.17679e-05,2.413e-07
A_0969,2.6804e-06,0.000387711,0.00546976,0.000275699,1.37539e-05,2.92749e-07
A_0970,4.29761e-06,0.000622405,0.00443058,0.000164489,6.52825e-06,1.07885e-07
A_0971,5.07624e-06,0.000734236,0.00377526,0.000135836,4.70973e-06,6.77373e-08
A_0972,3.54223e-06,0.00051289,0.00507708,0.000220668,9.88023e-06,1.86118e-07
A_0973,3.1348e-06,0.000453666,0.00535115,0.000240711,1.13597e-05,2.26143e-07
A_0974,4.65257e-06,0.000673828,0.00406207,0.000156456,5.88679e-06,9.21735e-08
A_0975,3.98854e-06,0.000577773,0.00372682,0.000113167,3.74298e-06,5.10539e-08
A_0976,2.35284e-06,0.000340502,0.00488366,0.000202565,8.68856e-06,1.55059e-07
A_0977,2.42935e-06,0.000351918,0.0041788,0.000132779,4.80964e-06,7.1886e-08
A_0978,3.93283e-06,0.000569184,0.00498737,0.000222166,1.00349e-05,1.91498e-07
A_0979,4.78737e-06,0.000693294,0.00553618,0.000260152,1.28084e-05,2.67821e-07
A_0980,3.17942e-06,0.000460176,0.004575,0.000182545,7.34872e-06,1.2337e-07
A_0981,3.53549e-06,0.000511772,0.00366894,0.000125889,4.19756e-06,5.79596e-08
A_0982,5.144e-06,0.00074478,0.0046577,0.0001877,7.91692e-06,1.40194e-07
A_0983,4.29982e-06,0.000622364,0.00518608,0.000236384,1.10294e-05,2.17003e-07
A_0984,2.8286e-06,0.000409642,0.00442112,0.000156928,6.03008e-06,9.6084e-08
A_0985,3.8713e-06,0.000560744,0.0045103,0.000175355,6.90815e-06,1.12624e-07
A_0986,2.20906e-06,0.000319588,0.0055904,0.000252758,1.22838e-05,2.53514e-07
A_0987,3.00121e-06,0.000434348,0.00500103,0.000227531,9.98019e-06,1.83578e-07
A_0988,4.53527e-06,0.000656754,0.00373606,0.000124961,4.26457e-06,6.06945e-08
A_0989,4.92534e-06,0.000713138,0.00397475,0.000136462,4.94511e-06,7.44205e-08
A_0990,3.42408e-06,0.000495567,0.00528422,0.000249634,1.15969e-05,2.2738e-07
A_0991,2.57038e-06,0.000372056,0.00472038,0.000184228,7.76461e-06,1.37447e-07
A_0992,4.19916e-06,0.000608023,0.0035482,0.000110374,3.50647e-06,4.6168e-08
A_0993,5.02753e-06,0.000728085,0.0050986,0.000236796,1.0992e-05,2.16767e-07
A_0994,3.41061e-06,0.000493664,0.00413914,0.000142624,5.33194e-06,8.31246e-08
A_0995,2.73507e-06,0.000396279,0.00379844,0.000124882,4.12606e-06,5.57197e-08
A_0996,4.2319e-06,0.00061271,0.00464703,0.000188046,7.8613e-06,1.38857e-07
A_0997,3.79507e-06,0.000549267,0.00539239,0.000254798,1.24044e-05,2.56471e-07
A_0998,2.33565e-06,0.000338001,0.00463158,0.000200919,8.13829e-06,1.37516e-07
A_0999,3.08852e-06,0.000447319,0.00398972,0.000132327,4.66252e-06,6.81013e-08
A_1000,4.6993e-06,0.000680431,0.00495763,0.0002141,9.3968e-06,1.72161e-07
A_1001,3.30378e-06,0.000478277,0.00495397,0.000197063,8.52972e-06,1.54011e-07
A_1002,4.84497e-06,0.000701186,0.00364304,0.000121227,4.06483e-06,5.64865e-08
A_1003,4.07948e-06,0.000591002,0.00430804,0.000161817,6.24675e-06,1.00786e-07
A_1004,2.46697e-06,0.000356899,0.00539554,0.000267893,1.2882e-05,2.6335e-07
A_1005,2.11651e-06,0.000306216,0.00525693,0.000246587,1.14542e-05,2.23799e-07
A_1006,3.75237e-06,0.000543412,0.00415892,0.000141194,5.10321e-06,7.63001e-08
A_1007,4.4103e-06,0.000638519,0.00447132,0.000177534,7.18614e-06,1.22113e-07
A_1008,2.91109e-06,0.00042122,0.00577228,0.000270051,1.37605e-05,2.98862e-07
A_1009,3.20271e-06,0.000463395,0.00505756,0.000219575,9.87101e-06,1.86567e-07
A_1010,4.85656e-06,0.000703494,0.00388697,0.000143857,5.05625e-06,7.39935e-08
A_1011,3.95199e-06,0.000572126,0.00442479,0.000167589,6.7133e-06,1.12978e-07
A_1012,2.43783e-06,0.000352698,0.00566255,0.00027749,1.37531e-05,2.8934e-07
A_1013,2.1033e-06,0.00030439,0.00505662,0.00021605,9.36775e-06,1.70732e-07
A_1014,3.60929e-06,0.000523179,0.00370405,0.000110726,3.6523e-06,4.96519e-08
A_1015,4.42497e-06,0.00064051,0.00418933,0.000155837,5.82033e-06,8.9987e-08
A_1016,2.79606e-06,0.000404586,0.00531867,0.000241508,1.14658e-05,2.29898e-07
A_1017,4.85649e-06,0.000702823,0.00540415,0.000273025,1.3646e-05,2.90716e-07
A_1018,3.40013e-06,0.000492342,0.00466123,0.00017849,7.35032e-06,1.25888e-07
A_1019,2.62708e-06,0.000380091,0.00419849,0.000148934,5.48733e-06,8.36381e-08
A_1020,4.20739e-06,0.000609229,0.00515642,0.000210995,9.72401e-06,1.88397e-07
A_1021,3.80031e-06,0.000549956,0.00543381,0.000240069,1.15497e-05,2.34006e-07
A_1022,2.22917e-06,0.000322591,0.00447272,0.00017482,6.92867e-06,1.14429e-07
A_1023,3.08878e-06,0.000447467,0.00398653,0.00013351,4.64581e-06,6.66216e-08
A_1024,4.55881e-06,0.00065999,0.00477519,0.000210354,9.07064e-06,1.64332e-07
A_1025,3.7181e-06,0.000538217,0.00430282,0.000172623,6.62083e-06,1.06605e-07
A_1026,2.18008e-06,0.000315447,0.00559332,0.000259163,1.25507e-05,2.5561e-07
A_1027,2.89357e-06,0.000418676,0.00486101,0.000205463,8.85315e-06,1.59712e-07
A_1028,4.52669e-06,0.000655484,0.00369806,0.000115786,3.88033e-06,5.37062e-08
A_1029,4.92181e-06,0.000712887,0.00450471,0.000163087,6.5922e-06,1.10623e-07
A_1030,3.28487e-06,0.000475358,0.0055927,0.000277702,1.39258e-05,2.97917e-07
A_1031,2.54036e-06,0.000367614,0.00522465,0.000227737,1.04269e-05,2.01532e-07
A_1032,4.02499e-06,0.000582846,0.00390805,0.000137821,4.89332e-06,7.19385e-08
A_1033,2.32873e-06,0.000336877,0.00373889,0.000114685,3.74662e-06,5.04182e-08
A_1034,3.91212e-06,0.000566462,0.00469072,0.000198741,8.32756e-06,1.45637e-07
A_1035,4.6474e-06,0.000672836,0.00510207,0.000219772,1.01451e-05,1.99016e-07
A_1036,3.15958e-06,0.00045754,0.00428317,0.000154849,5.77767e-06,8.90793e-08
A_1037,3.5392e-06,0.00051252,0.00394176,0.00013744,4.80725e-06,6.96376e-08
A_1038,4.92162e-06,0.000712009,0.0046768,0.000190551,8.26971e-06,1.51364e-07
A_1039,4.31216e-06,0.000623979,0.00543676,0.000278649,1.3511e-05,2.76468e-07
A_1040,2.71545e-06,0.000393098,0.00450703,0.000176588,7.07183e-06,1.18342e-07
A_1041,2.77107e-06,0.000401,0.00544562,0.000271495,1.31252e-05,2.68397e-07
A_1042,4.26608e-06,0.000617557,0.00419243,0.000152924,5.84574e-06,9.32236e-08
A_1043,5.18188e-06,0.000750217,0.00366432,0.000120618,4.02422e-06,5.56681e-08
A_1044,3.54589e-06,0.000513264,0.00487409,0.00020056,8.77263e-06,1.61409e-07
A_1045,3.11263e-06,0.000450395,0.00562252,0.000249704,1.24963e-05,2.66052e-07
A_1046,4.75313e-06,0.000688011,0.00451392,0.000179114,7.27613e-06,1.23768e-07
A_1047,3.95563e-06,0.000572661,0.00404263,0.00014027,5.0987e-06,7.70328e-08
A_1048,2.43127e-06,0.000351782,0.00535138,0.000245493,1.13399e-05,2.1951e-07
A_1049,4.17484e-06,0.000604525,0.00473614,0.000187473,7.84823e-06,1.36777e-07
A_1050,2.59789e-06,0.000375948,0.0037783,0.000127339,4.22052e-06,5.77893e-08
A_1051,3.37707e-06,0.000489025,0.00426383,0.000146501,5.49756e-06,8.57449e-08
A_1052,4.84927e-06,0.000701866,0.00505919,0.000226654,1.04313e-05,2.02787e-07
A_1053,4.51653e-06,0.000654161,0.00488613,0.000218072,9.68413e-06,1.81024e-07
A_1054,3.05509e-06,0.000442308,0.00412497,0.000135234,4.78345e-06,6.95133e-08
A_1055,2.18521e-06,0.000316222,0.00458102,0.000190179,7.6544e-06,1.27923e-07
A_1056,3.76551e-06,0.000544972,0.00553898,0.000264813,1.30391e-05,2.71249e-07
A_1057,4.65331e-06,0.000673802,0.00376832,0.000123412,4.1803e-06,5.88213e-08
A_1058,3.04534e-06,0.000440663,0.00492207,0.000240857,1.06297e-05,1.9811e-07
A_1059,2.31342e-06,0.000334771,0.00563429,0.000265314,1.31754e-05,2.75605e-07
A_1060,3.84848e-06,0.000557208,0.00437838,0.000170907,6.68203e-06,1.08996e-07
A_1061,4.17065e-06,0.00060378,0.00344657,0.00010858,3.46607e-06,4.57866e-08
A_1062,2.68206e-06,0.000388194,0.00479356,0.000182191,7.61429e-06,1.32568e-07
A_1063,3.42655e-06,0.000495887,0.0051543,0.000241545,1.11604e-05,2.17091e-07
A_1064,5.08048e-06,0.000735674,0.00402895,0.000142651,5.21792e-06,7.9623e-08
A_1065,2.93259e-06,0.00042463,0.00471141,0.000194528,7.95986e-06,1.35334e-07
A_1066,4.41524e-06,0.00063896,0.0054986,0.000257253,1.2643e-05,2.64426e-07
A_1067,3.65506e-06,0.000529109,0.00507909,0.000219174,9.82068e-06,1.8421e-07
A_1068,2.09532e-06,0.00030327,0.00415948,0.000136883,4.96659e-06,7.48199e-08
A_1069,2.47906e-06,0.000358961,0.0043873,0.00015675,6.02753e-06,9.61994e-08
A_1070,4.07727e-06,0.000590191,0.00533272,0.000253957,1.20678e-05,2.42242e-07
A_1071,4.74334e-06,0.000686801,0.00459751,0.000189445,8.0085e-06,1.42782e-07
A_1072,3.28612e-06,0.000475764,0.00378118,0.000128086,4.24088e-06,5.80571e-08
A_1073,4.93394e-06,0.000714063,0.00349167,0.000120538,3.92794e-06,5.30282e-08
A_1074,3.40193e-06,0.000492458,0.00481314,0.000196073,8.26975e-06,1.46497e-07
A_1075,2.59654e-06,0.000375713,0.00535559,0.000248076,1.16701e-05,2.31276e-07
A_1076,4.24657e-06,0.000615191,0.00425512,0.000149927,5.62071e-06,8.74676e-08
A_1077,3.7802e-06,0.000547899,0.00394576,0.000126975,4.4741e-06,6.49557e-08
A_1078,2.19555e-06,0.000317637,0.00508117,0.000230176,1.05e-05,2.01883e-07
A_1079,3.00998e-06,0.000435595,0.00563188,0.000268472,1.33243e-05,2.80287e-07
A_1080,4.53665e-06,0.00065683,0.00436817,0.000173431,6.83941e-06,1.12663e-07
A_1081,3.56222e-06,0.000516006,0.00435002,0.000157467,6.09131e-06,9.77702e-08
A_1082,5.18312e-06,0.000750756,0.00530114,0.000255344,1.21355e-05,2.4492e-07
A_1083,4.30377e-06,0.000623297,0.00476225,0.000188614,8.22724e-06,1.50445e-07
A_1084,2.82824e-06,0.000409569,0.00393779,0.000130607,4.48031e-06,6.34001e-08
A_1085,2.43408e-06,0.000352309,0.00478588,0.00019639,8.18591e-06,1.42194e-07
A_1086,3.92378e-06,0.000567775,0.00558564,0.000257631,1.28835e-05,2.73107e-07
A_1087,4.7341e-06,0.000685433,0.00501106,0.000231544,1.04535e-05,1.98966e-07
A_1088,3.13549e-06,0.000454077,0.00405881,0.000144463,5.30463e-06,8.11466e-08
A_1089,2.09395e-06,0.000302899,0.00565264,0.000272469,1.37633e-05,2.94675e-07
A_1090,3.7067e-06,0.00053652,0.00457912,0.000191892,7.82178e-06,1.33458e-07
A_1091,4.4476e-06,0.000644779,0.00392074,0.00012973,4.6178e-06,6.847e-08
A_1092,2.92334e-06,0.00042308,0.00521239,0.000229377,1.04134e-05,1.9785e-07
A_1093,3.30451e-06,0.000478188,0.00540053,0.000255421,1.22732e-05,2.4886e-07
A_1094,4.82543e-06,0.000698557,0.00414806,0.000137289,5.18337e-06,8.213e-08
A_1095,4.16373e-06,0.000603759,0.00378114,0.00012374,4.11047e-06,5.60407e-08
A_1096,2.51572e-06,0.000364036,0.00494647,0.000204308,8.9201e-06,1.62468e-07
A_1097,3.84792e-06,0.000557099,0.00488856,0.000218555,9.6266e-06,1.78605e-07
A_1098,2.35006e-06,0.000340206,0.00408291,0.000134027,4.71197e-06,6.79748e-08
A_1099,3.03807e-06,0.000439712,0.00439057,0.0001693,6.69884e-06,1.10497e-07
A_1100,4.63749e-06,0.000671485,0.00537102,0.000241387,1.17159e-05,2.42084e-07
A_1101,5.103e-06,0.000739091,0.00460883,0.000174813,7.17444e-06,1.22605e-07
A_1102,3.50682e-06,0.000507674,0.00363672,0.000116578,3.76386e-06,5.03046e-08
A_1103,2.72636e-06,0.000394674,0.00428372,0.000155703,5.87854e-06,9.13988e-08
A_1104,4.21252e-06,0.000609673,0.00507654,0.000241356,1.10469e-05,2.14558e-07
A_1105,4.2649e-06,0.000617673,0.00459721,0.000176887,7.13672e-06,1.20401e-07
A_1106,2.63631e-06,0.000381476,0.00565789,0.000295983,1.49549e-05,3.20257e-07
A_1107,3.45064e-06,0.000499422,0.00517379,0.000223737,1.02693e-05,1.98955e-07
A_1108,4.94936e-06,0.000716492,0.00385498,0.000135361,4.80831e-06,7.11508e-08
A_1109,4.58347e-06,0.000663846,0.00419435,0.0001577,6.02039e-06,9.6071e-08
A_1110,3.05236e-06,0.000441782,0.00547292,0.000235015,1.127e-05,2.27627e-07
A_1111,2.23148e-06,0.000322816,0.00489524,0.000215497,9.40566e-06,1.72976e-07
A_1112,3.85318e-06,0.000558202,0.00378051,0.000123115,4.18753e-06,5.88888e-08
A_1113,2.49963e-06,0.000361907,0.00408951,0.000149019,5.34468e-06,7.88333e-08
A_1114,3.96947e-06,0.000574684,0.00489147,0.000206317,9.12257e-06,1.69082e-07
A_1115,4.8868e-06,0.000707332,0.00550184,0.000260093,1.26389e-05,2.58562e-07
A_1116,3.24207e-06,0.00046941,0.00450997,0.000166544,6.65541e-06,1.10906e-07
A_1117,2.82326e-06,0.000408657,0.00368663,0.000112646,3.68203e-06,4.97156e-08
A_1118,4.4147e-06,0.0006396,0.00464255,0.000195505,8.18845e-06,1.43627e-07
A_1119,3.6067e-06,0.000522005,0.00522166,0.000237375,1.10609e-05,2.18116e-07
A_1120,2.106e-06,0.000304794,0.00440107,0.000174133,6.5922e-06,1.02744e-07
A_1121,3.18271e-06,0.00046059,0.00475616,0.000206736,8.62911e-06,1.50064e-07
A_1122,4.68993e-06,0.000678953,0.00343024,0.000102977,3.22539e-06,4.18068e-08
A_1123,3.94209e-06,0.000570675,0.00410434,0.000147923,5.40638e-06,8.19777e-08
A_1124,2.32358e-06,0.000336205,0.0052048,0.0002306,1.07848e-05,2.13155e-07
A_1125,2.74615e-06,0.000397359,0.00501753,0.000199616,8.79183e-06,1.61722e-07
A_1126,4.40362e-06,0.000638095,0.00384714,0.000129241,4.4215e-06,6.26311e-08
A_1127,5.0583e-06,0.000732506,0.00419846,0.000157775,6.12439e-06,9.96186e-08
A_1128,3.53181e-06,0.000511271,0.0054492,0.000266368,1.29352e-05,2.64645e-07
A_1129,4.51458e-06,0.000653422,0.0052455,0.000232598,1.09049e-05,2.15658e-07
A_1130,2.92335e-06,0.000423221,0.00427961,0.000165704,6.34952e-06,1.01517e-07
A_1131,2.21684e-06,0.000320899,0.0039555,0.000118715,4.03296e-06,5.62478e-08
A_1132,3.70004e-06,0.000535628,0.00475074,0.000193635,8.21206e-06,1.45102e-07
A_1133,4.07589e-06,0.000589726,0.00545885,0.000269767,1.32855e-05,2.79548e-07
A_1134,2.57733e-06,0.00037312,0.00468017,0.000174254,7.08569e-06,1.19518e-07
A_1135,3.34328e-06,0.000484177,0.00401779,0.000142769,5.06758e-06,7.39401e-08
A_1136,5.01719e-06,0.000727143,0.00505809,0.000215871,9.62947e-06,1.79606e-07
A_1137,4.0001e-06,0.000579084,0.00400441,0.000135023,4.88165e-06,7.34002e-08
A_1138,2.47871e-06,0.00035865,0.00526455,0.000235052,1.08169e-05,2.0847e-07
A_1139,3.23057e-06,0.000467375,0.00566592,0.000273156,1.37772e-05,2.9352e-07
A_1140,4.88688e-06,0.000707787,0.00455043,0.000191591,7.81025e-06,1.33278e-07
A_1141,4.44611e-06,0.000643399,0.00372518,0.000123893,4.15728e-06,5.76499e-08
A_1142,2.80371e-06,0.000405818,0.00485633,0.000202344,8.8535e-06,1.62635e-07
A_1143,2.11295e-06,0.000305694,0.0056136,0.000270664,1.33213e-05,2.77047e-07
A_1144,3.61623e-06,0.00052366,0.00433252,0.000149526,5.7767e-06,9.28585e-08
A_1145,2.67208e-06,0.000386796,0.00458943,0.000180478,7.27571e-06,1.22094e-07
A_1146,4.28636e-06,0.000620723,0.00557196,0.000255572,1.26623e-05,2.64578e-07
A_1147,4.96809e-06,0.000719219,0.00482085,0.000217787,9.58256e-06,1.78704e-07
A_1148,3.47762e-06,0.000503534,0.00399928,0.000132398,4.65258e-06,6.73771e-08
A_1149,3.10217e-06,0.000449232,0.00434107,0.000160347,6.11292e-06,9.64218e-08
A_1150,4.57071e-06,0.000661848,0.00510361,0.000247291,1.1511e-05,2.24455e-07
A_1151,3.83989e-06,0.000556037,0.00474931,0.000184853,7.77319e-06,1.36204e-07
A_1152,2.26362e-06,0.000327677,0.00377047,0.000124603,4.14087e-06,5.69042e-08
A_1153,2.86637e-06,0.000414632,0.00509778,0.000231664,1.07044e-05,2.08972e-07
A_1154,4.52955e-06,0.00065616,0.00405975,0.000139498,5.12214e-06,7.8212e-08
A_1155,3.73758e-06,0.000541164,0.00356497,0.000119483,3.84216e-06,5.11824e-08
A_1156,2.19798e-06,0.000318108,0.00485856,0.000195363,8.25046e-06,1.44896e-07
A_1157,2.58165e-06,0.000373521,0.00559529,0.000263393,1.29956e-05,2.7107e-07
A_1158,4.07752e-06,0.000590309,0.00430083,0.000166973,6.479e-06,1.04979e-07
A_1159,4.98718e-06,0.000722025,0.00379167,0.000117679,4.03243e-06,5.70957e-08
A_1160,3.33152e-06,0.000482218,0.00494364,0.000216563,9.58628e-06,1.78816e-07
A_1161,4.69579e-06,0.000680152,0.00470512,0.000175738,7.51382e-06,1.35541e-07
A_1162,3.20293e-06,0.000463988,0.00384423,0.000124618,4.18062e-06,5.77979e-08
A_1163,2.34516e-06,0.000339377,0.00435437,0.00015649,6.03376e-06,9.64138e-08
A_1164,3.92839e-06,0.000568668,0.00529053,0.000252796,1.20383e-05,2.41429e-07
A_1165,4.3943e-06,0.00063606,0.00508489,0.000231127,1.03671e-05,1.95103e-07
A_1166,2.77336e-06,0.000401609,0.00411322,0.000143785,5.21586e-06,7.84495e-08
A_1167,3.56735e-06,0.000516329,0.0045883,0.000183401,7.44526e-06,1.25894e-07
A_1168,5.00528e-06,0.000724735,0.00535558,0.000240748,1.1767e-05,2.43491e-07
A_1169,5.1744e-06,0.00074921,0.00411358,0.000149133,5.49687e-06,8.33786e-08
A_1170,3.48857e-06,0.000504972,0.00525383,0.000234097,1.09493e-05,2.17281e-07
A_1171,2.73951e-06,0.000396491,0.00483128,0.000217072,9.19759e-06,1.63216e-07
A_1172,4.26497e-06,0.000617847,0.00354491,0.000108854,3.49717e-06,4.62945e-08
A_1173,3.87262e-06,0.000560971,0.00440692,0.000169347,6.7322e-06,1.11754e-07
A_1174,2.35042e-06,0.000340057,0.00566428,0.00028346,1.40388e-05,2.9306e-07
A_1175,3.0594e-06,0.00044276,0.00496869,0.00020121,8.91674e-06,1.65627e-07
A_1176,4.70472e-06,0.000681189,0.00381558,0.000130451,4.5065e-06,6.4727e-08
A_1177,3.31813e-06,0.000480805,0.00383075,0.000117571,3.99507e-06,5.5842e-08
A_1178,4.80158e-06,0.000695232,0.00466075,0.000192713,8.16631e-06,1.45919e-07
A_1179,4.1184e-06,0.000596283,0.00538976,0.000243393,1.16108e-05,2.32541e-07
A_1180,2.53508e-06,0.000366909,0.00444069,0.000176744,6.93846e-06,1.13362e-07
A_1181,2.10542e-06,0.000304677,0.00412746,0.000152641,5.5755e-06,8.40088e-08
A_1182,3.68622e-06,0.000533576,0.00510381,0.000224522,1.02136e-05,1.95403e-07
A_1183,4.43097e-06,0.000641385,0.00548278,0.00027544,1.37623e-05,2.9299e-07
A_1184,2.94107e-06,0.000425769,0.00472051,0.000179326,7.40235e-06,1.26465e-07
A_1185,2.25474e-06,0.000326269,0.00524334,0.000222732,1.01892e-05,1.95418e-07
A_1186,3.78877e-06,0.000548465,0.00395443,0.000136443,4.82096e-06,7.04575e-08
A_1187,4.56575e-06,0.000661122,0.00441768,0.000165647,6.57168e-06,1.08244e-07
A_1188,2.96096e-06,0.000428407,0.00551192,0.000281755,1.39973e-05,2.95877e-07
A_1189,3.38727e-06,0.000490409,0.00479088,0.000203386,8.66119e-06,1.54253e-07
A_1190,5.08494e-06,0.000736348,0.00363462,0.000114187,3.77152e-06,5.14126e-08
A_1191,4.14797e-06,0.000600812,0.00415045,0.000152927,5.77442e-06,9.08242e-08
A_1192,2.62371e-06,0.000379634,0.00544331,0.000225858,1.07438e-05,2.14555e-07
A_1193,3.57068e-06,0.000516785,0.00541116,0.000253182,1.21889e-05,2.47348e-07
A_1194,2.00616e-06,0.00029026,0.0044721,0.000163362,6.52343e-06,1.08415e-07
A_1195,2.8509e-06,0.000413084,0.00396952,0.000140491,4.89247e-06,7.03397e-08
A_1196,4.33622e-06,0.000628001,0.00480398,0.000199147,8.62471e-06,1.57264e-07
A_1197,4.69761e-06,0.000680107,0.00498829,0.000221649,1.00969e-05,1.94652e-07
A_1198,3.22721e-06,0.000467273,0.00418431,0.000156983,5.74459e-06,8.69554e-08
A_1199,2.43697e-06,0.000352834,0.00370618,0.000111074,3.59099e-06,4.77286e-08
A_1200,4.03996e-06,0.000585075,0.00468158,0.000194121,8.07306e-06,1.39932e-07
A_1201,2.52358e-06,0.000365216,0.00495738,0.000211292,9.26515e-06,1.69786e-07
A_1202,4.15071e-06,0.000601422,0.00381447,0.00012058,4.11112e-06,5.80103e-08
A_1203,4.77838e-06,0.000691643,0.00411429,0.000164383,6.30806e-06,1.02207e-07
A_1204,3.31527e-06,0.000479801,0.00544236,0.000251506,1.21368e-05,2.47549e-07
A_1205,2.96185e-06,0.000428619,0.00528554,0.000230156,1.0664e-05,2.07095e-07
A_1206,4.49342e-06,0.000650302,0.00398973,0.000141587,5.0802e-06,7.5663e-08
A_1207,3.71544e-06,0.000537958,0.00464975,0.000166289,6.82025e-06,1.16865e-07
A_1208,2.1377e-06,0.000309244,0.00573937,0.000289457,1.48271e-05,3.24742e-07
A_1209,4.22291e-06,0.000611258,0.00513344,0.000223326,1.0471e-05,2.08916e-07
A_1210,2.75739e-06,0.000399128,0.00434861,0.000160268,6.08448e-06,9.57644e-08
A_1211,3.51576e-06,0.000509219,0.00368999,0.000113545,3.72477e-06,5.0321e-08
A_1212,5.1392e-06,0.000744167,0.00466226,0.00019814,8.28182e-06,1.46008e-07
A_1213,4.68608e-06,0.000678436,0.0054208,0.000275311,1.34448e-05,2.77808e-07
A_1214,3.11411e-06,0.000450751,0.00452487,0.000179273,7.26589e-06,1.23184e-07
A_1215,2.40597e-06,0.000348377,0.00418255,0.000148959,5.34739e-06,7.93439e-08
A_1216,3.89935e-06,0.000564256,0.0049998,0.000206838,9.21765e-06,1.72226e-07
A_1217,4.39239e-06,0.00063611,0.00434888,0.000161419,6.33822e-06,1.04048e-07
A_1218,2.87282e-06,0.000415668,0.00563117,0.000270857,1.32671e-05,2.72673e-07
A_1219,2.04058e-06,0.000295255,0.00505252,0.000217823,9.73974e-06,1.82607e-07
A_1220,3.65482e-06,0.000529323,0.00391615,0.000144959,5.05701e-06,7.31654e-08
A_1221,4.03961e-06,0.000585135,0.00415579,0.000151981,5.58595e-06,8.48267e-08
A_1222,2.44264e-06,0.000353376,0.00532215,0.00023916,1.12669e-05,2.23412e-07
A_1223,3.22834e-06,0.000467264,0.00473902,0.000196639,8.26243e-06,1.45331e-07
A_1224,4.71808e-06,0.000682991,0.0034269,0.000100096,3.185e-06,4.20609e-08
A_1225,3.02375e-06,0.0004378,0.00407471,0.000142236,5.13554e-06,7.67134e-08
A_1226,4.61637e-06,0.000668497,0.00504364,0.000207535,9.42248e-06,1.79321e-07
A_1227,3.79112e-06,0.000548681,0.00554936,0.000279269,1.39327e-05,2.9406e-07
A_1228,2.30628e-06,0.000333858,0.00482782,0.000184184,7.59578e-06,1.29225e-07
A_1229,2.66999e-06,0.000386681,0.00389252,0.000128669,4.40421e-06,6.20583e-08
A_1230,4.15213e-06,0.000600829,0.00470004,0.000206394,8.82229e-06,1.58199e-07
A_1231,4.98942e-06,0.000722719,0.00524196,0.000227257,1.06492e-05,2.10214e-07
A_1232,3.41956e-06,0.000495133,0.00431196,0.000164483,6.32697e-06,1.01381e-07
A_1233,3.47108e-06,0.000502379,0.00553748,0.000259863,1.28348e-05,2.69121e-07
A_1234,4.95228e-06,0.000716796,0.00423355,0.000164552,6.43829e-06,1.05317e-07
A_1235,4.31323e-06,0.00062452,0.00391373,0.000129636,4.49132e-06,6.4372e-08
A_1236,2.68152e-06,0.000388007,0.00504706,0.000237566,1.06456e-05,2.00953e-07
A_1237,2.28374e-06,0.000330403,0.00532052,0.000251947,1.18318e-05,2.35422e-07
A_1238,3.88402e-06,0.000562817,0.0042014,0.00015078,5.65401e-06,8.77607e-08
A_1239,4.66564e-06,0.000675132,0.00354098,0.000112227,3.6207e-06,4.84927e-08
