,U239,Np239,Pu239,Pu240,Pu241,Pu242
A_0657,3.26911e-06,0.000473363,0.00455586,0.000175636,7.06371e-06,1.18126e-07
A_0658,4.74122e-06,0.000686084,0.00532525,0.000262295,1.26581e-05,2.59917e-07
A_0659,4.07443e-06,0.000589993,0.00505549,0.000207405,9.2264e-06,1.72317e-07
A_0660,2.49238e-06,0.000360811,0.00409384,0.000145592,5.23328e-06,7.78921e-08
A_0661,2.0477e-06,0.000296305,0.00428405,0.000156742,5.94718e-06,9.39887e-08
A_0662,3.63505e-06,0.000526112,0.00529177,0.000223009,1.05081e-05,2.0908e-07
A_0663,4.39703e-06,0.000636675,0.0046352,0.000198799,8.4125e-06,1.49104e-07
A_0664,2.91047e-06,0.000421455,0.00381977,0.000119064,3.9466e-06,5.39772e-08
A_0665,5.10847e-06,0.000739907,0.00400383,0.000145215,5.23514e-06,7.8091e-08
A_0666,3.44261e-06,0.000498295,0.00516059,0.000230702,1.06107e-05,2.07134e-07
A_0667,2.67804e-06,0.00038752,0.00576758,0.00029042,1.48393e-05,3.21509e-07
A_0668,4.18965e-06,0.000606486,0.00453271,0.000168322,6.85929e-06,1.17168e-07
A_0669,3.83097e-06,0.000555205,0.00378271,0.000122162,4.16855e-06,5.90094e-08
A_0670,2.30906e-06,0.000334105,0.00508175,0.000220633,9.73825e-06,1.79331e-07
A_0671,3.00147e-06,0.000434257,0.00536408,0.000247248,1.19015e-05,2.41458e-07
A_0672,4.65409e-06,0.000673512,0.00426686,0.00017194,6.62753e-06,1.06349e-07
A_0673,3.74079e-06,0.000541486,0.00480006,0.000214817,9.16461e-06,1.62812e-07
A_0674,2.16535e-06,0.000313463,0.00385542,0.000126943,4.30611e-06,6.06991e-08
A_0675,3.00034e-06,0.000434369,0.00440964,0.000170562,6.61763e-06,1.06226e-07
A_0676,4.47684e-06,0.000648088,0.00521586,0.00023089,1.08333e-05,2.15699e-07
A_0677,4.84115e-06,0.000701126,0.00489264,0.000204172,9.13526e-06,1.72991e-07
A_0678,3.37672e-06,0.000489061,0.00408341,0.000141723,5.07017e-06,7.49932e-08
A_0679,2.56357e-06,0.000371043,0.00464855,0.00018083,7.38353e-06,1.2601e-07
A_0680,4.18238e-06,0.000605546,0.00561473,0.000288459,1.44357e-05,3.06113e-07
A_0681,2.40756e-06,0.000348399,0.00540061,0.000244865,1.15985e-05,2.31222e-07
A_0682,3.93428e-06,0.000569571,0.00411379,0.000152208,5.61223e-06,8.60566e-08
A_0683,4.74592e-06,0.00068685,0.00350245,0.000100208,3.18155e-06,4.18576e-08
A_0684,3.12026e-06,0.000451662,0.00468268,0.000193419,8.11544e-06,1.42969e-07
A_0685,3.52224e-06,0.000509733,0.00544986,0.000261086,1.26613e-05,2.60097e-07
A_0686,5.25003e-06,0.000760337,0.00439379,0.00016214,6.34317e-06,1.03742e-07
A_0687,4.31012e-06,0.000623883,0.00377231,0.000133926,4.61788e-06,6.57871e-08
A_0688,2.7863e-06,0.00040318,0.005087,0.000213769,9.46068e-06,1.75026e-07
A_0689,4.1739e-06,0.000604579,0.00497506,0.000223137,1.01658e-05,1.95915e-07
A_0690,2.7174e-06,0.000393445,0.0041903,0.000161065,5.91841e-06,8.9641e-08
A_0691,3.44736e-06,0.000499176,0.0046041,0.000175097,7.14691e-06,1.21594e-07
A_0692,5.07229e-06,0.000734481,0.00555304,0.000278077,1.38645e-05,2.94227e-07
A_0693,4.66016e-06,0.000674737,0.00478839,0.000200479,8.59258e-06,1.54029e-07
A_0694,3.07774e-06,0.000445726,0.00385007,0.000121988,4.1747e-06,5.93584e-08
A_0695,2.36652e-06,0.000342624,0.00458992,0.000181783,7.16538e-06,1.1651e-07
A_0696,3.84223e-06,0.00055604,0.00536108,0.000241394,1.15008e-05,2.30875e-07
A_0697,2.47597e-06,0.000358225,0.00556435,0.000272696,1.34081e-05,2.79448e-07
A_0698,4.10051e-06,0.000593935,0.00448664,0.000169736,6.75906e-06,1.12323e-07
A_0699,4.77197e-06,0.000690696,0.00373226,0.000128316,4.45633e-06,6.47503e-08
A_0700,3.28003e-06,0.000474764,0.00507085,0.000203112,9.05281e-06,1.69686e-07
A_0701,2.9249e-06,0.0004233,0.00541392,0.000239685,1.14077e-05,2.27164e-07
A_0702,4.44582e-06,0.000643676,0.00411066,0.000149324,5.52904e-06,8.50288e-08
A_0703,3.70206e-06,0.000536369,0.00368581,0.000115612,3.79045e-06,5.11037e-08
A_0704,2.10401e-06,0.000304447,0.0048491,0.000217589,9.3982e-06,1.704e-07
A_0705,3.1603e-06,0.000457651,0.00414931,0.000155569,5.75768e-06,8.81821e-08
A_0706,4.76817e-06,0.000690391,0.00512057,0.000229665,1.0629e-05,2.07235e-07
A_0707,3.9448e-06,0.00057114,0.00461865,0.000189294,7.83127e-06,1.35723e-07
A_0708,2.46195e-06,0.000356267,0.00381635,0.000112794,3.67146e-06,4.8787e-08
A_0709,2.80727e-06,0.000406378,0.00453544,0.000159534,6.36827e-06,1.05669e-07
A_0710,4.2801e-06,0.000619273,0.00530043,0.000247876,1.18496e-05,2.42211e-07
A_0711,5.15838e-06,0.000746996,0.00482082,0.000194115,8.40548e-06,1.51815e-07
A_0712,3.56928e-06,0.000517002,0.0038629,0.000132981,4.58049e-06,6.53808e-08
A_0713,4.54868e-06,0.000659423,0.00362352,0.000114262,3.78839e-06,5.17913e-08
A_0714,3.03149e-06,0.000438635,0.00494763,0.000210693,9.06515e-06,1.61721e-07
A_0715,2.17632e-06,0.000314878,0.00538934,0.000233949,1.11559e-05,2.25501e-07
A_0716,3.79265e-06,0.000549401,0.00428928,0.000161544,6.16439e-06,9.81155e-08
A_0717,4.19882e-06,0.000607844,0.00398035,0.000138197,4.88219e-06,7.1466e-08
A_0718,2.58272e-06,0.000373766,0.00514938,0.000221418,1.01204e-05,1.94773e-07
A_0719,3.36363e-06,0.000486828,0.00556315,0.000293541,1.46772e-05,3.1222e-07
A_0720,4.81329e-06,0.000696845,0.00428645,0.00016565,6.57245e-06,1.09993e-07
A_0721,4.912e-06,0.000711085,0.00519216,0.000246721,1.14643e-05,2.24074e-07
A_0722,3.31566e-06,0.000480185,0.00425753,0.000156148,5.93317e-06,9.36985e-08
A_0723,2.58072e-06,0.000373612,0.00384683,0.000128929,4.35367e-06,6.05166e-08
A_0724,4.0347e-06,0.000584144,0.00464709,0.000183412,7.75088e-06,1.37614e-07
A_0725,3.69332e-06,0.000534511,0.00553238,0.000249085,1.22835e-05,2.5744e-07
A_0726,2.19483e-06,0.000317601,0.00473015,0.000183226,7.41503e-06,1.24408e-07
A_0727,2.92479e-06,0.000423365,0.00402504,0.000134849,4.78701e-06,7.05689e-08
A_0728,4.50946e-06,0.000653079,0.00495613,0.000224702,9.99742e-06,1.87955e-07
A_0729,3.53304e-06,0.000511379,0.0049371,0.000209334,9.19807e-06,1.69338e-07
A_0730,5.03384e-06,0.000728409,0.00361443,0.000123272,4.14414e-06,5.77958e-08
A_0731,4.35858e-06,0.000630901,0.00437207,0.00015375,5.91768e-06,9.4854e-08
A_0732,2.72857e-06,0.000394891,0.00547892,0.000263679,1.28263e-05,2.64561e-07
A_0733,2.34245e-06,0.00033894,0.00525207,0.000243486,1.13125e-05,2.21793e-07
A_0734,3.94884e-06,0.000572169,0.00411491,0.000143933,5.28531e-06,8.06083e-08
A_0735,4.72224e-06,0.00068346,0.00453415,0.000203963,8.35709e-06,1.43902e-07
A_0736,3.1987e-06,0.000462892,0.00586996,0.000285326,1.44314e-05,3.08068e-07
A_0737,2.11129e-06,0.000305613,0.00429608,0.000152617,5.61939e-06,8.55654e-08
A_0738,3.60551e-06,0.000521681,0.00506784,0.000237491,1.07145e-05,2.03269e-07
A_0739,4.39716e-06,0.000636367,0.00555355,0.000259641,1.2837e-05,2.71105e-07
A_0740,2.81731e-06,0.000407886,0.00460879,0.000191254,7.9086e-06,1.36946e-07
A_0741,3.22406e-06,0.000466789,0.00379617,0.000122912,4.11565e-06,5.69135e-08
A_0742,4.81504e-06,0.000697279,0.00475767,0.000186543,7.97937e-06,1.4262e-07
A_0743,3.92303e-06,0.000567794,0.00519231,0.000254165,1.21435e-05,2.45969e-07
A_0744,2.45837e-06,0.000355708,0.00443944,0.000162365,6.30347e-06,1.01158e-07
A_0745,3.84281e-06,0.000556368,0.00445457,0.000174778,6.88765e-06,1.12907e-07
A_0746,2.23839e-06,0.000323839,0.00556058,0.000264455,1.31475e-05,2.77386e-07
A_0747,3.09145e-06,0.000447506,0.00513254,0.000222746,9.93752e-06,1.85533e-07
A_0748,4.59456e-06,0.000665534,0.00379815,0.00011554,3.98971e-06,5.67301e-08
A_0749,4.9436e-06,0.00071569,0.00398524,0.000139466,5.15023e-06,7.99039e-08
A_0750,3.42179e-06,0.000495218,0.00525026,0.000241519,1.12802e-05,2.21187e-07
A_0751,2.64033e-06,0.000382053,0.00479917,0.000192688,8.12829e-06,1.4309e-07
A_0752,4.27359e-06,0.000618938,0.00360253,0.000119552,3.86281e-06,5.15494e-08
A_0753,2.15253e-06,0.000311561,0.00472486,0.000187354,7.79427e-06,1.35821e-07
A_0754,3.7458e-06,0.000542078,0.00567082,0.000283409,1.41917e-05,3.00188e-07
A_0755,4.40314e-06,0.000637575,0.00495589,0.000187409,8.38769e-06,1.58491e-07
A_0756,2.95525e-06,0.000427982,0.00415148,0.000147244,5.37688e-06,8.12301e-08
A_0757,3.34775e-06,0.000484689,0.00438085,0.00016442,6.34383e-06,1.01004e-07
A_0758,4.8316e-06,0.00069964,0.00519961,0.000231675,1.09471e-05,2.20945e-07
A_0759,4.08751e-06,0.000592034,0.00477325,0.000209306,8.98919e-06,1.61724e-07
A_0760,2.47888e-06,0.000359051,0.00378466,0.000121102,4.09823e-06,5.72282e-08
A_0761,3.87337e-06,0.000560629,0.00382945,0.000134381,4.62246e-06,6.57057e-08
A_0762,2.36299e-06,0.000341949,0.00514405,0.000222422,9.9707e-06,1.88091e-07
A_0763,3.10646e-06,0.000449536,0.00549847,0.000270739,1.33622e-05,2.78475e-07
A_0764,4.76445e-06,0.00068988,0.00441672,0.000160662,6.30142e-06,1.0269e-07
A_0765,5.11222e-06,0.00073972,0.00348335,0.000102497,3.29485e-06,4.38724e-08
A_0766,3.46152e-06,0.000500847,0.00465296,0.000188378,7.8699e-06,1.37683e-07
A_0767,2.75327e-06,0.000398476,0.00537206,0.000238792,1.12329e-05,2.21385e-07
A_0768,4.29578e-06,0.000621848,0.00409126,0.000154903,5.75157e-06,8.91745e-08
A_0769,4.73884e-06,0.000686144,0.00460623,0.000195879,8.20454e-06,1.44503e-07
A_0770,3.2753e-06,0.000474329,0.00380083,0.000122214,4.08882e-06,5.64518e-08
A_0771,2.40754e-06,0.000348432,0.00429304,0.000162114,6.23688e-06,9.96874e-08
A_0772,4.00035e-06,0.000578916,0.0052874,0.000226055,1.06153e-05,2.09652e-07
A_0773,3.65179e-06,0.000528736,0.00511167,0.00021789,9.84558e-06,1.86322e-07
A_0774,2.06326e-06,0.000298685,0.00414364,0.000146797,5.27652e-06,7.82908e-08
A_0775,2.84697e-06,0.000412028,0.00462334,0.000177454,7.1615e-06,1.19716e-07
A_0776,4.33797e-06,0.000627704,0.00539379,0.000280008,1.37072e-05,2.86964e-07
A_0777,3.3451e-06,0.000484172,0.00533769,0.000248745,1.19777e-05,2.44523e-07
A_0778,4.99383e-06,0.000722532,0.00423603,0.000163839,6.25964e-06,9.96059e-08
A_0779,4.18699e-06,0.000606515,0.00376347,0.000117915,3.99947e-06,5.61685e-08
A_0780,2.67483e-06,0.00038713,0.00507716,0.000223082,9.90613e-06,1.84303e-07
A_0781,2.25375e-06,0.000326061,0.00582377,0.000285767,1.45703e-05,3.14613e-07
A_0782,3.77557e-06,0.000546578,0.00460419,0.000171319,7.07545e-06,1.22582e-07
A_0783,4.70444e-06,0.000681515,0.00409886,0.000151369,5.54072e-06,8.39894e-08
A_0784,3.02267e-06,0.00043738,0.0052356,0.000228698,1.05084e-05,2.04758e-07
A_0785,3.11116e-06,0.000450596,0.00369099,0.000118342,3.80288e-06,5.03324e-08
A_0786,4.60014e-06,0.000665944,0.00453144,0.00018004,7.44979e-06,1.29229e-07
A_0787,3.91669e-06,0.000567096,0.00526978,0.000242336,1.12908e-05,2.20816e-07
A_0788,2.30254e-06,0.000333256,0.0042914,0.000145647,5.46442e-06,8.46709e-08
A_0789,2.66725e-06,0.000386039,0.00393875,0.000129001,4.50041e-06,6.52856e-08
A_0790,4.23935e-06,0.000613655,0.00487564,0.000207864,9.00828e-06,1.6413e-07
A_0791,4.98234e-06,0.000721215,0.00527908,0.000244635,1.16927e-05,2.37609e-07
A_0792,3.50134e-06,0.000506914,0.00446463,0.000183956,7.26304e-06,1.19243e-07
A_0793,4.52798e-06,0.000655733,0.00427901,0.00015703,5.96562e-06,9.45685e-08
A_0794,2.86777e-06,0.000414959,0.00537191,0.000259449,1.23371e-05,2.4724e-07
A_0795,2.11607e-06,0.000306129,0.00499981,0.000196313,8.49706e-06,1.52922e-07
A_0796,3.63596e-06,0.000526268,0.00369138,0.000121016,4.01557e-06,5.53658e-08
A_0797,4.03173e-06,0.000583701,0.00448214,0.000174985,7.03733e-06,1.1824e-07
A_0798,2.50129e-06,0.00036198,0.00574421,0.000258623,1.30943e-05,2.80217e-07
A_0799,3.1992e-06,0.000462924,0.00498385,0.000227574,1.03151e-05,1.96915e-07
A_0800,4.82752e-06,0.000699314,0.00387133,0.000127225,4.47022e-06,6.521e-08
A_0801,4.3333e-06,0.000627358,0.00558296,0.000268723,1.34426e-05,2.87144e-07
A_0802,2.74908e-06,0.000397855,0.00463009,0.00018993,7.82427e-06,1.34586e-07
A_0803,3.61349e-06,0.000523329,0.00415434,0.000135823,4.94936e-06,7.46855e-08
A_0804,5.10128e-06,0.000738589,0.00495264,0.000223437,1.01114e-05,1.94277e-07
A_0805,4.67927e-06,0.000677309,0.00522811,0.000243131,1.15043e-05,2.3012e-07
A_0806,3.1968e-06,0.000462949,0.00443495,0.00016078,6.26436e-06,1.01277e-07
A_0807,2.42185e-06,0.000350499,0.00395963,0.000141668,4.89799e-06,7.01612e-08
A_0808,4.03286e-06,0.000583909,0.00495769,0.000204507,8.84215e-06,1.59624e-07
A_0809,2.61399e-06,0.000378243,0.00514452,0.000242596,1.09162e-05,2.05088e-07
A_0810,4.1422e-06,0.00060005,0.00386825,0.000132557,4.65175e-06,6.78282e-08
A_0811,4.94992e-06,0.000716298,0.00434942,0.000171211,6.75083e-06,1.11213e-07
A_0812,3.29344e-06,0.000476477,0.00543567,0.000248214,1.21613e-05,2.52254e-07
A_0813,2.97976e-06,0.000431227,0.00481986,0.000191648,8.18273e-06,1.46529e-07
A_0814,4.61946e-06,0.000669168,0.00361517,0.000114404,3.71692e-06,4.95923e-08
A_0815,3.72694e-06,0.000539572,0.00416493,0.000147005,5.48471e-06,8.4937e-08
A_0816,2.21011e-06,0.000319803,0.0054106,0.000261856,1.2476e-05,2.49615e-07
A_0817,3.61343e-06,0.000522889,0.0052372,0.000249377,1.17788e-05,2.36459e-07
A_0818,2.14107e-06,0.000309877,0.00447381,0.000166429,6.50575e-06,1.05631e-07
A_0819,2.91065e-06,0.000421367,0.00382734,0.00012611,4.24776e-06,5.94824e-08
A_0820,4.47827e-06,0.000648676,0.0047821,0.000180382,7.68209e-06,1.36125e-07
A_0821,4.86252e-06,0.000703951,0.00550414,0.00025948,1.29003e-05,2.73127e-07
A_0822,3.26453e-06,0.000472504,0.00454882,0.000182625,7.43293e-06,1.2621e-07
A_0823,2.56189e-06,0.000371036,0.00422414,0.000144943,5.25811e-06,7.85223e-08
A_0824,4.05573e-06,0.000587105,0.00500652,0.000234227,1.05913e-05,2.01918e-07
A_0825,2.32359e-06,0.000336203,0.00482303,0.000198511,8.44239e-06,1.49893e-07
A_0826,3.93274e-06,0.00056985,0.00361881,0.000120066,3.83237e-06,5.03693e-08
A_0827,4.60523e-06,0.000666996,0.00399858,0.000137789,5.03462e-06,7.68718e-08
A_0828,3.09803e-06,0.000448383,0.0052565,0.000247672,1.16446e-05,2.29805e-07
A_0829,3.55531e-06,0.000514727,0.00508933,0.000215737,9.48119e-06,1.73902e-07
A_0830,5.06845e-06,0.0007334,0.00373589,0.000118078,4.0348e-06,5.7496e-08
A_0831,4.30827e-06,0.000623843,0.00439187,0.000176153,6.92681e-06,1.13541e-07
A_0832,2.67743e-06,0.000387444,0.00550082,0.000255962,1.25201e-05,2.59278e-07
A_0833,3.37264e-06,0.000488356,0.00395268,0.000134983,4.80132e-06,7.08923e-08
A_0834,4.94551e-06,0.000716358,0.0048785,0.000216403,9.53058e-06,1.76721e-07
A_0835,4.14318e-06,0.000599602,0.00547906,0.000242483,1.18675e-05,2.45324e-07
A_0836,2.65317e-06,0.000384113,0.00467092,0.000184813,7.49001e-06,1.26269e-07
A_0837,2.24198e-06,0.00032461,0.00385205,0.000127064,4.25956e-06,5.85918e-08
A_0838,3.68696e-06,0.000533872,0.00462412,0.000187197,8.00142e-06,1.43081e-07
A_0839,4.59167e-06,0.000664675,0.00521131,0.00025517,1.19275e-05,2.35767e-07
A_0840,2.98967e-06,0.000432846,0.00427406,0.000154379,5.82781e-06,9.13556e-08
A_0841,5.13612e-06,0.000743679,0.00444917,0.000182241,7.38278e-06,1.24842e-07
A_0842,3.61865e-06,0.000523841,0.00573821,0.000279448,1.40997e-05,3.01721e-07
A_0843,2.79016e-06,0.00040371,0.00519218,0.000240986,1.11825e-05,2.19782e-07
A_0844,4.3941e-06,0.000636502,0.00404236,0.000135044,4.89596e-06,7.35632e-08
A_0845,4.01879e-06,0.000581969,0.00439091,0.000148922,5.78168e-06,9.35533e-08
A_0846,2.4017e-06,0.000347442,0.00548526,0.000254388,1.23239e-05,2.51529e-07
A_0847,3.2084e-06,0.000464322,0.00497047,0.000203535,8.89952e-06,1.62539e-07
A_0848,4.71192e-06,0.000682426,0.00363961,0.000124335,4.20032e-06,5.913e-08
A_0849,4.76148e-06,0.000689611,0.00487674,0.000204158,8.87776e-06,1.62507e-07
A_0850,3.15273e-06,0.000456233,0.00390038,0.000134275,4.60899e-06,6.53552e-08
A_0851,2.38049e-06,0.000344619,0.00455328,0.000164702,6.53523e-06,1.07259e-07
A_0852,3.87103e-06,0.000560232,0.00532854,0.000257731,1.24831e-05,2.57245e-07
A_0853,4.313e-06,0.000624339,0.00458172,0.000186256,7.65762e-06,1.31262e-07
A_0854,2.86824e-06,0.000415392,0.00381992,0.000116922,3.79306e-06,5.07289e-08
A_0855,3.52729e-06,0.000510724,0.00409832,0.000164118,6.07208e-06,9.33484e-08
A_0856,5.12195e-06,0.000741756,0.00506512,0.000224699,1.02511e-05,1.968e-07
A_0857,2.95118e-06,0.000426999,0.00561754,0.00028858,1.43557e-05,3.02968e-07
A_0858,4.4541e-06,0.000644866,0.00436984,0.000171825,6.89118e-06,1.16145e-07
A_0859,3.77876e-06,0.00054742,0.00402209,0.000141997,5.05868e-06,7.46864e-08
A_0860,2.16422e-06,0.000313151,0.00517686,0.000216835,9.83095e-06,1.8687e-07
A_0861,2.53602e-06,0.000366937,0.00536559,0.000234708,1.12625e-05,2.28371e-07
A_0862,4.15457e-06,0.00060179,0.00424101,0.000154919,5.84387e-06,9.13722e-08
A_0863,4.89892e-06,0.000708784,0.00355804,0.000108653,3.52613e-06,4.74211e-08
A_0864,3.39609e-06,0.000491544,0.0049009,0.000210602,9.02338e-06,1.61224e-07
A_0865,2.71256e-06,0.000392684,0.00451099,0.000171764,6.66518e-06,1.06561e-07
A_0866,4.19882e-06,0.000607961,0.00530627,0.000240752,1.14466e-05,2.31139e-07
A_0867,5.02934e-06,0.000728244,0.00473806,0.000200186,8.59972e-06,1.55153e-07
A_0868,3.42267e-06,0.000495777,0.00379172,0.000113301,3.82529e-06,5.33635e-08
A_0869,3.03527e-06,0.000439397,0.00463964,0.000178209,7.35243e-06,1.26489e-07
A_0870,4.63726e-06,0.000671171,0.00557895,0.000271651,1.34963e-05,2.83453e-07
A_0871,3.76102e-06,0.000544357,0.00501218,0.000218748,9.91702e-06,1.90139e-07
A_0872,2.30118e-06,0.00033316,0.0042358,0.000161485,5.99199e-06,9.1887e-08
A_0873,4.06779e-06,0.000589303,0.00363038,0.00011554,3.77472e-06,5.09887e-08
A_0874,2.44795e-06,0.000354177,0.00478682,0.000211178,8.94535e-06,1.59135e-07
A_0875,3.27549e-06,0.000474057,0.00536152,0.000231869,1.08186e-05,2.12189e-07
A_0876,4.81499e-06,0.000696771,0.0040606,0.000150009,5.5598e-06,8.57511e-08
A_0877,4.32762e-06,0.000626634,0.00374579,0.000126028,4.34413e-06,6.22402e-08
A_0878,2.85872e-06,0.000413763,0.00508594,0.000210353,9.45543e-06,1.7873e-07
A_0879,2.06341e-06,0.000298504,0.00558537,0.000280628,1.39375e-05,2.92589e-07
A_0880,3.66547e-06,0.00053058,0.00451028,0.000166997,6.61346e-06,1.08356e-07
A_0881,4.41777e-06,0.000639431,0.00526883,0.000230678,1.10864e-05,2.24671e-07
A_0882,2.98171e-06,0.000431556,0.00451215,0.000175268,6.95355e-06,1.14866e-07
A_0883,2.18885e-06,0.000317002,0.0040239,0.000136079,4.82397e-06,7.03586e-08
A_0884,3.77765e-06,0.00054675,0.00498035,0.000219928,9.64674e-06,1.77288e-07
A_0885,4.14712e-06,0.000600481,0.0051602,0.000253163,1.17095e-05,2.27927e-07
A_0886,2.56228e-06,0.000370821,0.00423709,0.00015072,5.61326e-06,8.64238e-08
A_0887,3.42609e-06,0.000496439,0.00370322,0.00011796,3.8158e-06,5.05886e-08
A_0888,4.91482e-06,0.000711576,0.00454928,0.000179814,7.47942e-06,1.3019e-07
A_0889,3.13964e-06,0.000454301,0.00507996,0.000232274,1.06274e-05,2.04544e-07
A_0890,4.78106e-06,0.00069189,0.00394427,0.00013027,4.62924e-06,6.82174e-08
A_0891,3.77479e-06,0.0005463,0.00431206,0.000177097,7.0757e-06,1.19104e-07
A_0892,2.38499e-06,0.000345052,0.0057145,0.000280152,1.40796e-05,3.03073e-07
A_0893,2.80082e-06,0.000405445,0.00497248,0.000201729,8.6913e-06,1.56761e-07
A_0894,4.34375e-06,0.000628997,0.00365915,0.000123337,4.10239e-06,5.66364e-08
A_0895,5.12622e-06,0.000742584,0.00414429,0.000141767,5.34949e-06,8.42977e-08
A_0896,3.492e-06,0.000505346,0.00526692,0.000240319,1.13197e-05,2.25243e-07
A_0897,2.47002e-06,0.000357737,0.00390893,0.000130475,4.4969e-06,6.39419e-08
A_0898,4.04788e-06,0.000586078,0.00488748,0.000182817,7.89902e-06,1.42262e-07
A_0899,4.78913e-06,0.000693393,0.00525144,0.000248741,1.18128e-05,2.36856e-07
A_0900,3.33615e-06,0.000483032,0.00450865,0.00016739,6.56895e-06,1.06944e-07
A_0901,2.88063e-06,0.000417051,0.00418276,0.000144541,5.28444e-06,7.97517e-08
A_0902,4.36018e-06,0.000631043,0.00497018,0.00023283,1.05575e-05,2.02839e-07
A_0903,3.66976e-06,0.000531266,0.00571249,0.000271753,1.38159e-05,2.96914e-07
A_0904,2.0936e-06,0.000302929,0.00477309,0.000195215,8.16456e-06,1.42187e-07
A_0905,4.22004e-06,0.000611182,0.0041433,0.000144741,5.40916e-06,8.39331e-08
A_0906,2.71314e-06,0.000392662,0.00544345,0.000260616,1.24289e-05,2.50656e-07
A_0907,3.41509e-06,0.000494396,0.00471902,0.000194877,8.28512e-06,1.47469e-07
A_0908,5.06933e-06,0.000732888,0.00353426,0.000117437,3.78318e-06,5.05236e-08
A_0909,4.65796e-06,0.000674752,0.00440108,0.000178,7.08068e-06,1.17496e-07
A_0910,3.02885e-06,0.000438263,0.00553429,0.000259473,1.27906e-05,2.66603e-07
A_0911,2.28498e-06,0.000330663,0.00514683,0.000223355,1.0065e-05,1.89781e-07
A_0912,3.78102e-06,0.000547415,0.00385922,0.000124337,4.36459e-06,6.38016e-08
A_0913,3.82872e-06,0.000554284,0.00481706,0.000202611,8.64709e-06,1.5462e-07
A_0914,2.23713e-06,0.000323877,0.00385526,0.000116287,3.90535e-06,5.41302e-08
A_0915,3.01743e-06,0.000436827,0.00432076,0.000161972,6.14196e-06,9.63203e-08
A_0916,4.4503e-06,0.000644165,0.00506674,0.000227404,1.06108e-05,2.10821e-07
A_0917,4.9476e-06,0.000716192,0.00489465,0.000210082,9.33114e-06,1.74625e-07
A_0918,3.46588e-06,0.00050201,0.00406653,0.000151336,5.42268e-06,8.03964e-08
A_0919,2.60546e-06,0.000377039,0.00458503,0.000175209,7.11505e-06,1.21408e-07
A_0920,4.1595e-06,0.000602219,0.00548249,0.000264405,1.29379e-05,2.68147e-07
A_0921,2.04903e-06,0.00029646,0.00535455,0.000233149,1.08707e-05,2.13295e-07
A_0922,3.55828e-06,0.000515345,0.00406253,0.000150057,5.52532e-06,8.46497e-08
A_0923,4.45526e-06,0.000645402,0.0035318,0.000110597,3.52418e-06,4.64705e-08
A_0924,2.80748e-06,0.000406401,0.00469039,0.000211434,8.80835e-06,1.53352e-07
A_0925,3.18739e-06,0.000461159,0.00542633,0.000270424,1.31373e-05,2.71411e-07
A_0926,4.79361e-06,0.000694058,0.00428901,0.000156374,6.03113e-06,9.64279e-08
A_0927,4.00212e-06,0.000579492,0.00380829,0.000127119,4.34571e-06,6.13547e-08
A_0928,2.47246e-06,0.000357876,0.00513479,0.000212007,9.48546e-06,1.76898e-07
A_0929,3.55554e-06,0.000514643,0.00455492,0.000163723,6.49475e-06,1.06955e-07
A_0930,5.03518e-06,0.00072899,0.00532001,0.000256545,1.24361e-05,2.56529e-07
A_0931,4.3009e-06,0.000622707,0.00495222,0.000208884,9.26138e-06,1.71459e-07
A_0932,2.70607e-06,0.000391686,0.00397529,0.000138443,4.83875e-06,6.98439e-08
A_0933,2.34119e-06,0.000338811,0.00430897,0.000172702,6.57662e-06,1.03888e-07
A_0934,3.90239e-06,0.000565055,0.00524297,0.000235056,1.09208e-05,2.13348e-07
A_0935,4.59274e-06,0.000664674,0.00452344,0.000185053,7.63019e-06,1.32305e-07
A_0936,3.13173e-06,0.000453656,0.0037153,0.000114281,3.7483e-06,5.06761e-08
A_0937,4.91708e-06,0.000712069,0.00394373,0.000140046,5.03023e-06,7.47517e-08
A_0938,3.26254e-06,0.00047232,0.0050925,0.00021341,9.6907e-06,1.848e-07
A_0939,2.57991e-06,0.00037332,0.00584754,0.000301854,1.52215e-05,3.25451e-07
A_0940,4.08724e-06,0.000591997,0.00454162,0.000180808,7.39945e-06,1.27066e-07
A_0941,3.66395e-06,0.000530515,0.00373176,0.000117008,3.91033e-06,5.41272e-08
A_0942,2.14973e-06,0.00031105,0.00500833,0.000219917,9.64739e-06,1.77189e-07
A_0943,2.90581e-06,0.000420525,0.00544312,0.0002377,1.14937e-05,2.359e-07
A_0944,4.52739e-06,0.000655876,0.00427923,0.000157663,6.01104e-06,9.49663e-08
A_0945,2.86007e-06,0.000413967,0.0042711,0.000157016,5.9098e-06,9.2239e-08
A_0946,4.46698e-06,0.000646853,0.00525514,0.000217859,1.00334e-05,1.93695e-07
A_0947,3.59908e-06,0.000520901,0.00466591,0.00019624,8.20735e-06,1.43369e-07
A_0948,2.09986e-06,0.000304135,0.00383826,0.000121639,4.05753e-06,5.54562e-08
A_0949,2.49237e-06,0.000360727,0.00463635,0.000174685,6.95449e-06,1.14501e-07
A_0950,3.98305e-06,0.000576446,0.00539261,0.000272896,1.3208e-05,2.72675e-07
A_0951,4.80487e-06,0.000695695,0.00486412,0.000202088,8.89414e-06,1.64558e-07
A_0952,3.2011e-06,0.000463525,0.00388911,0.000132977,4.62421e-06,6.64248e-08
A_0953,4.57757e-06,0.000662308,0.00362684,0.000111149,3.67648e-06,5.06372e-08
